topic,term,weight
022,update,0.020738628
022,processor,0.013068362
022,core,0.009725928
022,storage,0.010213109
022,air,0.010178573
022,fast,0.009669029
022,chip,0.009889579
022,graphic,0.00720499
022,inch,0.009389415
023,aposs,0.025632408
023,window,0.0165961
023,business,0.012849701
023,_taboola,0.009728409
023,iphone,0.01510913
023,insider,0.005822549
023,homepage,0.005166553
023,launch,0.0068841837
023,apost,0.0044351346
023,airpods,0.0062107476
024,job,0.019369338
024,campus,0.014186711
024,employee,0.012685753
024,steve,0.009592601
024,park,0.0063221203
024,open,0.006616858
024,build,0.006441077
024,show,0.0070259543
024,plan,0.007090685
024,theater,0.005343118
025,music,0.02837903
025,make,0.02628926
025,ipad,0.023583118
025,update,0.021162208
025,release,0.01190147
025,big,0.009846772
025,start,0.008707823
025,today,0.007859589
025,easy,0.0065589775
025,pass,0.005118645
026,macbook,0.07017762
026,inch,0.028916676
026,laptop,0.021463137
026,air,0.020751225
026,keyboard,0.017488701
026,model,0.013339283
026,touch,0.010373445
026,bar,0.008514602
026,processor,0.008086483
026,key,0.008165817
027,id,0.027955238
027,touch,0.024985572
027,iphone,0.031981077
027,phone,0.013743494
027,sensor,0.011574689
027,screen,0.010975758
027,fingerprint,0.00947046
027,feature,0.011496846
027,button,0.008261101
027,unlock,0.0075652027
028,5g,0.025809838
028,iphone,0.026469987
028,modem,0.013043161
028,qualcomm,0.013438812
028,chip,0.012539536
028,intel,0.010658711
028,iphones,0.011902011
028,year,0.014874889
028,note,0.00842008
028,analyst,0.007404966
029,ios,0.047843408
029,feature,0.0241838
029,version,0.02032006
029,beta,0.013008143
029,app,0.016130337
029,macos,0.011572986
029,update,0.014720219
029,report,0.015072364
029,release,0.011952221
029,expect,0.008972263
030,security,0.030021258
030,bug,0.01999183
030,researcher,0.012238898
030,ios,0.014030852
030,vulnerability,0.01113677
030,program,0.011345719
030,flaw,0.0073342957
030,bounty,0.0071747648
030,company,0.012863192
030,update,0.010150767
031,video,0.038164984
031,photo,0.008749467
031,app,0.012127274
031,show,0.009052884
031,feature,0.009586243
031,clip,0.0068014385
031,content,0.00778358
031,youtube,0.005558077
031,iphone,0.014397211
031,release,0.0072017824
032,watch,0.033131834
032,track,0.025009451
032,app,0.024977822
032,sleep,0.015485318
032,feature,0.014873988
032,health,0.010705414
032,user,0.011813842
032,time,0.00840059
032,fitness,0.005473616
032,device,0.008404792
033,tariff,0.03241279
033,u.s,0.02683795
033,china,0.025351224
033,trump,0.0211254
033,trade,0.018620137
033,product,0.018985994
033,chinese,0.010670047
033,president,0.010184672
033,cook,0.01100052
033,billion,0.011406283
034,watch,0.06816345
034,series,0.044169966
034,model,0.021103268
034,apple,0.06587313
034,gp,0.009037002
034,cellular,0.0089103095
034,feature,0.010779047
034,save,0.007910252
034,price,0.009776721
034,display,0.0070822784
035,camera,0.040804762
035,iphone,0.04432738
035,photo,0.01823203
035,feature,0.014012317
035,system,0.009032598
035,image,0.008401832
035,light,0.007943362
035,lens,0.00644315
035,mode,0.0064107273
035,phone,0.008109275
036,ipad,0.09981054
036,inch,0.031399764
036,mini,0.017196674
036,model,0.018130243
036,tablet,0.015753279
036,air,0.014387918
036,pencil,0.009512481
036,ipads,0.008465374
036,screen,0.009066745
036,device,0.009482092
037,battery,0.06544467
037,iphone,0.03428775
037,replacement,0.016021322
037,phone,0.016187353
037,slow,0.011349909
037,customer,0.012231637
037,performance,0.010691005
037,life,0.010146567
037,iphones,0.010917181
037,replace,0.008780407
038,tv,0.08350582
038,app,0.038792416
038,apple,0.07281315
038,stream,0.016593771
038,content,0.014935452
038,service,0.016296875
038,4k,0.01299243
038,show,0.013906842
038,video,0.009492485
038,movie,0.0074122706
039,health,0.046516698
039,datum,0.018573606
039,medical,0.015440357
039,study,0.013587514
039,record,0.013314443
039,app,0.016277092
039,patient,0.010595989
039,heart,0.01047074
039,information,0.010389961
039,access,0.008744919
040,watch,0.066853985
040,apple,0.08299633
040,band,0.022436388
040,ipad,0.01242605
040,color,0.010298044
040,iphone,0.018411558
040,nike,0.007770305
040,sport,0.006404232
040,version,0.007377092
040,series,0.006905491
041,patent,0.0554717
041,court,0.028755471
041,case,0.015605444
041,million,0.01497801
041,appeal,0.012877274
041,file,0.013194733
041,u.s,0.013665638
041,samsung,0.013179737
041,infringe,0.010117511
041,federal,0.009805385
042,pay,0.057831425
042,payment,0.025811573
042,apple,0.07315668
042,card,0.019824868
042,bank,0.010773116
042,mobile,0.010603282
042,service,0.012456938
042,launch,0.010844851
042,cash,0.008101417
042,system,0.007823177
043,iphone,0.09637211
043,xs,0.037634254
043,xr,0.02211955
043,max,0.02116801
043,iphones,0.011861858
043,phone,0.011181047
043,screen,0.010571686
043,camera,0.009221647
043,cost,0.008820819
043,start,0.0087003885
044,reality,0.029079827
044,augment,0.024051234
044,glass,0.017216371
044,headset,0.0122130085
044,technology,0.013257731
044,virtual,0.010722892
044,report,0.013248625
044,vr,0.008209223
044,company,0.013414709
044,arkit,0.007310575
045,india,0.041013766
045,market,0.019369982
045,country,0.016240975
045,manufacture,0.015293767
045,indian,0.014223426
045,government,0.014619752
045,smartphone,0.010428837
045,iphones,0.011447536
045,price,0.011831264
045,sell,0.009999914
046,student,0.027240817
046,code,0.023720771
046,school,0.016675495
046,app,0.019672377
046,swift,0.011213098
046,education,0.010485485
046,learn,0.0092088925
046,teacher,0.0077763894
046,ipad,0.009883617
046,work,0.008626644
047,store,0.037157405
047,china,0.031715024
047,coronavirus,0.020598935
047,retail,0.018325526
047,close,0.016215634
047,outbreak,0.011349436
047,open,0.0120805
047,march,0.011899721
047,company,0.016675169
047,reopen,0.010079277
048,case,0.04955236
048,battery,0.038055822
048,iphone,0.045127
048,charge,0.017529853
048,xs,0.0147140585
048,hour,0.013155844
048,xr,0.010553151
048,airpods,0.010753838
048,smart,0.009035161
048,phone,0.010056434
049,display,0.054199282
049,japan,0.019160863
049,screen,0.014846011
049,million,0.013709737
049,report,0.01622333
049,billion,0.012026421
049,lcd,0.008416432
049,investment,0.008425934
049,year,0.012348184
049,supplier,0.008027187
050,qualcomm,0.059011884
050,chip,0.030050186
050,patent,0.024065083
050,modem,0.017511982
050,intel,0.013204935
050,license,0.012541952
050,court,0.01101789
050,apple,0.05826444
050,legal,0.009713763
050,qualcomm’s,0.008824099
051,airpods,0.091131166
051,wireless,0.0217582
051,noise,0.014906169
051,charge,0.015573771
051,case,0.015671264
051,headphone,0.013741853
051,ear,0.011780463
051,earbuds,0.011482159
051,pair,0.011137629
051,cancellation,0.0081565725
052,homepod,0.044154763
052,speaker,0.044014554
052,smart,0.02776211
052,home,0.02240559
052,music,0.020645024
052,echo,0.01728587
052,siri,0.014975922
052,google,0.013136073
052,amazon,0.012413124
052,play,0.010276558
053,siri,0.06197337
053,assistant,0.019686736
053,voice,0.016552676
053,user,0.015848037
053,recording,0.011964457
053,google,0.012682107
053,contractor,0.010588297
053,review,0.009457363
053,listen,0.008507222
053,audio,0.008156698
054,bug,0.033487193
054,call,0.033064347
054,facetime,0.028846823
054,group,0.020181175
054,feature,0.018219521
054,fix,0.019490458
054,issue,0.01487499
054,update,0.016970748
054,software,0.013719098
054,week,0.012528555
055,tax,0.05480094
055,ireland,0.020451233
055,european,0.019470971
055,pay,0.020177178
055,billion,0.018915819
055,rule,0.0147851305
055,company,0.019950006
055,commission,0.014129804
055,taxis,0.013444695
055,irish,0.011393156
056,charge,0.06399028
056,wireless,0.04650035
056,airpower,0.022620609
056,airpods,0.023430303
056,iphone,0.028241388
056,device,0.017917043
056,watch,0.013251622
056,case,0.01175732
056,mat,0.009518507
056,charger,0.009244909
057,touch,0.03601607
057,ipod,0.031773593
057,bar,0.013382448
057,model,0.0142159695
057,device,0.013455979
057,update,0.013084237
057,nano,0.007071656
057,id,0.0070341253
057,start,0.0076426202
057,product,0.008357098
058,itunes,0.043103963
058,app,0.033789616
058,music,0.028642999
058,window,0.025790371
058,user,0.012458688
058,tv,0.010814898
058,download,0.009274501
058,version,0.009767158
058,movie,0.007986437
058,content,0.008641566
059,price,0.07038995
059,list,0.0258022
059,laptop,0.013032789
059,macbook,0.012932438
059,cost,0.010135499
059,save,0.009308953
059,model,0.01034187
059,amazon,0.0075616445
059,low,0.006601112
059,cut,0.005919215
060,card,0.101044364
060,apple,0.08575938
060,credit,0.037140515
060,pay,0.02196106
060,purchase,0.015876256
060,goldman,0.014921341
060,cash,0.014619505
060,wallet,0.011802285
060,sachs,0.011319914
060,payment,0.010825206
061,drive,0.043163445
061,vehicle,0.032517087
061,test,0.027607877
061,autonomous,0.024170756
061,car,0.022291904
061,project,0.019056322
061,company,0.02238987
061,california,0.014845255
061,report,0.0168028
061,tesla,0.00941309
062,game,0.062533036
062,arcade,0.021661159
062,service,0.023982197
062,app,0.024383403
062,subscription,0.020083958
062,play,0.011325088
062,gaming,0.010085552
062,title,0.008018486
062,tv,0.009532535
062,launch,0.0094698975
063,keyboard,0.076747015
063,macbook,0.036444478
063,key,0.025248097
063,butterfly,0.01652325
063,laptop,0.01644845
063,design,0.01367928
063,magic,0.012126852
063,ipad,0.011566138
063,issue,0.009988628
063,model,0.010923268
064,headphone,0.062069833
064,wireless,0.029828321
064,jack,0.02632846
064,airpods,0.020883434
064,iphone,0.026544238
064,beat,0.017441092
064,lightning,0.012553895
064,audio,0.011868614
064,dongle,0.01136449
064,port,0.011615699
065,iphone,0.06906492
065,red,0.038425162
065,product,0.023865568
065,color,0.019359699
065,launch,0.0134617835
065,black,0.011356705
065,version,0.010867109
065,start,0.010604571
065,white,0.0088790525
065,gold,0.008804172
066,repair,0.07722441
066,part,0.018332088
066,service,0.018750109
066,program,0.015153102
066,authorize,0.013374598
066,shop,0.011739229
066,device,0.014658203
066,apple,0.058168903
066,party,0.009474075
066,provider,0.00899639
067,imac,0.039320957
067,pay,0.020735024
067,mac,0.012790354
067,purchase,0.011783625
067,consumer,0.0095514525
067,magic,0.008230402
067,core,0.007823015
067,computer,0.008025824
067,space,0.007124329
067,interest,0.006890682
068,amazonsee,0.09431252
068,detailsamazon,0.084872775
068,inch,0.030600073
068,smart,0.019929638
068,electric,0.017009806
068,4k,0.016707396
068,hd,0.014955301
068,amazon,0.013590536
068,wireless,0.013954159
068,deal,0.014480925
069,usb,0.054808218
069,cable,0.028524492
069,port,0.02524224
069,lightning,0.020873588
069,adapter,0.02054752
069,charge,0.021551782
069,macbook,0.018840307
069,iphone,0.02074823
069,charger,0.009403703
069,plug,0.008154903
070,map,0.076633275
070,apple,0.06726285
070,google,0.01978271
070,app,0.02013432
070,datum,0.01716758
070,user,0.01442719
070,feature,0.01247398
070,airport,0.008062143
070,search,0.008403845
070,city,0.008007769
071,emoji,0.094650835
071,include,0.022248028
071,ios,0.02023019
071,unicode,0.01492971
071,character,0.013841779
071,emojis,0.012995759
071,update,0.01629206
071,add,0.010937681
071,option,0.01039115
071,people,0.010396789
072,energy,0.056948002
072,renewable,0.028743448
072,power,0.02743535
072,clean,0.02578579
072,supplier,0.018190637
072,company,0.022602005
072,project,0.017007368
072,solar,0.012305859
072,fund,0.00996841
072,facility,0.009334028
073,hill,0.079268105
073,content,0.045555286
073,view,0.044271417
073,news,0.04546526
073,site,0.042643752
073,washington,0.040779855
073,corp,0.040072616
073,capitol,0.03985624
073,communication,0.039825913
073,dc,0.039678793
074,gadget,0.013218559
074,h2,0.012819529
074,band,0.0063866936
074,red,0.005961957
074,search,0.005451927
074,u.s,0.0064333477
074,mac,0.0056475336
074,dollar,0.0044537988
074,inch,0.0067092706
074,bloomberg,0.004952756
075,update,0.08136945
075,market,0.06827895
075,late,0.04514344
075,back,0.0453206
075,story,0.04147361
075,check,0.032470338
075,develope,0.030454244
075,software,0.013274074
075,smartphone,0.011788971
075,ipod,0.011488989
076,subscription,0.0217987
076,service,0.019510655
076,content,0.017108897
076,time,0.01798533
076,share,0.0153759625
076,hill,0.01302609
076,street,0.010960277
076,sell,0.010945422
076,bloomberg,0.010432481
076,plan,0.010315043
077,apple,0.16807273
077,make,0.09762956
077,trillion,0.050481334
077,today,0.04891061
077,valuation,0.040331423
077,pass,0.038492505
077,easy,0.018248288
077,big,0.014668021
077,garageband,0.009268449
077,sense,0.008943232
078,news,0.17999478
078,tech,0.064409874
078,subscription,0.04437847
078,minute,0.041610617
078,magazine,0.027747266
078,service,0.03018505
078,time,0.021890242
078,content,0.019656362
078,publisher,0.016091522
078,read,0.016538084
079,option,0.08060525
079,section,0.061876845
079,menu,0.06103628
079,navigation,0.059212707
079,previous,0.05908766
079,expandable,0.05771602
079,iconit,0.05757336
079,chevron,0.0479445
079,airpods,0.0066496916
079,call,0.0063596163
080,stylesheet,0.076696135
080,samsung,0.014007879
080,gadget,0.011160727
080,touch,0.010727767
080,software,0.010717591
080,series,0.010090317
080,inch,0.010995716
080,tech,0.010205028
080,photo,0.0085213315
080,record,0.008206716
081,function,0.0688571
081,pym,0.0632091
081,theverge,0.06314513
081,device,0.050464895
081,sale,0.04548851
081,https,0.04397406
081,typeof,0.031064969
081,head,0.030759186
081,undefined,0.029945377
081,document.createelement,0.029911041
082,button,0.012192383
082,business,0.012233131
082,facebook,0.010816141
082,cash,0.010360042
082,home,0.009149894
082,promo,0.00867777
082,account,0.0072717564
082,twitter,0.006674453
082,gadget,0.006831534
082,wozniak,0.0062220986
083,apple's,0.2466081
083,chief,0.16377337
083,jackson,0.15991065
083,lisa,0.15631382
083,environmental,0.15600246
083,executive,0.029665418
083,recycle,0.01605965
083,company's,0.00980301
083,shareholder,0.007710714
083,sign,0.0059893127
084,stream,0.042641893
084,tech,0.031577665
084,game,0.019371897
084,developer,0.01854874
084,apple's,0.022345476
084,high,0.017472249
084,microsoft,0.016234564
084,google,0.016517116
084,company,0.020064762
084,fix,0.018323412
085,text,0.50849634
085,h2,0.008713834
085,gadget,0.0078053605
085,twitter,0.004403877
085,band,0.00400969
085,location,0.0035887596
085,people,0.0047824373
085,facetime,0.0034519385
085,denmark,0.0029228963
085,jones,0.002837544
086,text,0.5234453
086,align,0.18873046
086,center,0.17556794
086,uppercase,0.027546367
086,development,0.008878816
086,remove,0.011579727
086,open,0.0081301415
086,denmark,0.0063357386
086,gadget,0.0068471115
086,research,0.0062226746
087,support,0.3345049
087,browser,0.22605227
087,javascript,0.21256417
087,oops,0.21095258
087,safari,0.007868254
087,controller,0.005485772
087,link,0.0015239181
088,web,0.17649254
088,family,0.16421449
088,helvetica,0.15433559
088,ff,0.154333
088,serif,0.15432261
088,condense,0.15432125
088,arial,0.041980524
089,apple,0.9046642
089,apple's,0.025531983
089,apple’s,0.019921713
089,tech,0.016042382
089,aposs,0.008173611
089,subscription,0.00686095
089,easy,0.0049273716
089,bloomberg,0.005304263
089,reuters,0.0036585238
089,major,0.0017377303
090,text,0.64515877
090,center,0.12414583
090,deal,0.028446117
090,promo,0.025908947
090,transform,0.016108893
090,samsung,0.009052143
090,program,0.008068463
090,radius,0.010829066
090,request,0.0074149286
090,storage,0.0064594294
091,text,0.4384866
091,transform,0.28293186
091,uppercase,0.27858153
092,text,0.3908804
092,uppercase,0.33030954
092,transform,0.27881005
093,center,0.10819128
093,deal,0.071675315
093,promo,0.060795806
093,heart,0.030356742
093,request,0.026001956
093,rate,0.023181865
093,id,0.0227584
093,program,0.022628106
093,fix,0.026183533
093,minute,0.021795468
094,3px,0.43620485
094,radius,0.30114272
094,border,0.26265243
095,apple,0.7264906
095,fbi,0.12488618
095,https,0.07954704
095,beta.techcrunch.com,0.06907619
096,border,0.11264223
096,h2,0.039584108
096,center,0.032070354
096,cash,0.021929001
096,twitter,0.012081199
096,shareholder,0.011779894
096,reuters,0.012473945
096,search,0.0111303255
096,bloomberg,0.011574146
096,order,0.011277427
097,border,0.60345906
097,3px,0.27337146
097,radius,0.1231695
098,news,0.037249934
098,jackson,0.016014278
098,lisa,0.015028765
098,privacy,0.013213568
098,button,0.012037061
098,environmental,0.012462596
098,wwdc,0.010617501
098,chief,0.011849978
098,supplier,0.009654062
098,matter,0.008355354
099,fix,0.37314105
099,remove,0.3426423
099,stylesheet,0.28421667
